mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__activation,param_MLP__alpha,param_MLP__hidden_layer_sizes,param_MLP__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.538685417175293,0.15665341989805415,0.0,0.0,relu,10.0,"(28,)",0.001,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (28,), 'MLP__learning_rate_init': 0.001}",0.8724911087057368,0.8851631359208288,0.8528374826039894,0.8936987784134838,0.9189577856811503,0.8846296582650377,0.0219956390643218,2771,0.8820395855883716,0.9030732951909696,0.8419089222205041,0.9010476264110098,0.8898407298592854,0.8835820318540282,0.02219529160623951
0.44654507637023927,0.06000205896151493,0.007452821731567383,0.006762029930479157,relu,10.0,"(28,)",0.002,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (28,), 'MLP__learning_rate_init': 0.002}",0.8989562393691048,0.8897324880160816,0.8920596876449667,0.9080949435596103,0.9246482140095871,0.9026983145198701,0.012698171976666409,2674,0.9046254059069119,0.9050777021802999,0.9058315293026133,0.9072116128034637,0.899431730323179,0.9044355961032936,0.002651109161753484
0.33373451232910156,0.045486156841939386,0.003125,0.00625,relu,10.0,"(28,)",0.004,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (28,), 'MLP__learning_rate_init': 0.004}",0.9030075769290243,0.8828359362919437,0.8909386114117829,0.9029225297665069,0.9235271377764032,0.9006463584351321,0.013753093187770741,2694,0.9086767434668315,0.9072985928560382,0.9050989639709294,0.9036338333075614,0.9007673573527135,0.9050950981908148,0.002776624655510195
0.24138240814208983,0.011918495063655199,0.0,0.0,relu,10.0,"(28,)",0.008,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (28,), 'MLP__learning_rate_init': 0.008}",0.9006803773001393,0.8966290397402197,0.8909386114117829,0.9120612339570124,0.9229240760785526,0.9046466676975414,0.011462670497352887,2619,0.9044746404824492,0.9075556672336478,0.9057890057213546,0.9036125715169321,0.899323488479975,0.9041510746868717,0.0027558787185363305
0.19375143051147461,0.032175349629172685,0.003126382827758789,0.006252765655517578,relu,10.0,"(28,)",0.016,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (28,), 'MLP__learning_rate_init': 0.016}",0.8985232719962888,0.894904901809185,0.8972321014380703,0.9115432194216792,0.9242152466367713,0.9052837482603989,0.011098072981562852,2614,0.9065853564249263,0.9122757847533631,0.9119104685325499,0.9119955156950673,0.90367635688882,0.9092886964589454,0.0035193652396858497
0.20312328338623048,0.06010788553109631,0.0,0.0,relu,10.0,"(28,)",0.032,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (28,), 'MLP__learning_rate_init': 0.032}",0.8841271068501624,0.8811117983609091,0.8960259780423689,0.9035255914643574,0.9310267511983917,0.899163445183238,0.017866704866415988,2709,0.9005740683469922,0.9019522189577857,0.9107024122467914,0.9043238750579867,0.8990857430029378,0.9033276635224986,0.004070562123474833
0.2503791809082031,0.09618335695462807,0.006851625442504883,0.007249811619248047,relu,10.0,"(28,)",0.064,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (28,), 'MLP__learning_rate_init': 0.064}",0.8667156332147827,0.8915416731096337,0.8983531776712541,0.9045616205350239,0.9218880470078862,0.8966120303077161,0.01802558004839478,2733,0.8733763723519404,0.9127068192361218,0.9086980052574608,0.9011346064635843,0.9129213700324723,0.901767434668316,0.014822726527263932
0.39004178047180177,0.0846647110294276,0.0,0.0,relu,10.0,"(28,)",0.128,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (28,), 'MLP__learning_rate_init': 0.128}",0.8765424462656566,0.8805937838255761,0.893095716715633,0.9059378382557599,0.8874903355497139,0.888732024122468,0.01030961111784496,2763,0.8781815370341732,0.9085685016236277,0.8998627648059379,0.901584969846915,0.8797317148600585,0.8935858976341425,0.012305245596044477
0.31649417877197267,0.06884764358226146,0.006252670288085937,0.007657926950083159,relu,10.0,"(114,)",1e-06,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (114,), 'MLP__learning_rate_init': 1e-06}",0.30071903510128345,0.2790783980207206,0.24838410391216945,0.27511210762331834,0.2773542600896861,0.27612958094943557,0.01664742241067438,3382,0.27571516932116896,0.277914798206278,0.28379851554043606,0.2746598113499304,0.2771590381939074,0.2778494665223442,0.0031812346152757715
0.5756739616394043,0.22315854449574607,0.007848978042602539,0.006513532153724168,relu,10.0,"(114,)",0.001,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (114,), 'MLP__learning_rate_init': 0.001}",0.8661976186794496,0.885681150456162,0.8874052883871965,0.8447348074841502,0.8653394154940466,0.8698716561002009,0.01564141481576488,2794,0.8792813514767278,0.9037420751507654,0.9049269367558372,0.8568694912633369,0.8440679604144116,0.8777775630122158,0.02444172881188191
0.4867873191833496,0.08935783930360144,0.0,0.0,relu,10.0,"(114,)",0.002,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (114,), 'MLP__learning_rate_init': 0.002}",0.8638704190505644,0.8828359362919437,0.8880083500850471,0.8971470542755527,0.9172336477501158,0.8898190814906448,0.01749647836480176,2755,0.877988248028452,0.9024489717024895,0.905357971238596,0.9007460955620843,0.8961342198855728,0.8965351012834389,0.009743673249354092
0.4088383674621582,0.06637829777447024,0.0070496082305908205,0.0071514222458689495,relu,10.0,"(114,)",0.004,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (114,), 'MLP__learning_rate_init': 0.004}",0.8897324880160816,0.8880083500850473,0.8886114117828978,0.9057677439307252,0.9224060615432195,0.8989052110715943,0.013477589261745354,2713,0.8977075923921445,0.9076213854955929,0.9091947580021649,0.9030307716097109,0.9020604608009894,0.9039229936601206,0.004107697730049701
0.3017019748687744,0.07338124796939696,0.006249475479125977,0.0076540133987959445,relu,10.0,"(114,)",0.008,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (114,), 'MLP__learning_rate_init': 0.008}",0.8770604608009898,0.8655945569815988,0.8908535642492654,0.9093010669553117,0.9286995515695067,0.8943018401113344,0.022545257732444195,2745,0.8833752126179062,0.8897769444873974,0.9082901654553888,0.9145391990103604,0.9043663986392453,0.9000695840420597,0.011662339371124665
0.3943316459655762,0.09906067265205856,0.0007913112640380859,0.0015826225280761719,relu,10.0,"(114,)",0.016,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (114,), 'MLP__learning_rate_init': 0.016}",0.8903355497139324,0.8937838255760013,0.8838719653626101,0.9133524045152311,0.9229240760785526,0.9008535642492655,0.01478048061344291,2693,0.8953591309726302,0.9083964744085355,0.9003595175506416,0.9151635224988404,0.8917156332147825,0.9021988557290861,0.008562196163482728
0.34221839904785156,0.045778266002840906,0.0038214206695556642,0.0060544881576362975,relu,10.0,"(114,)",0.032,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (114,), 'MLP__learning_rate_init': 0.032}",0.9038657801144272,0.9018865006958405,0.8904205968764496,0.9128343899798979,0.915161589608783,0.9048337714550796,0.008809503257205155,2617,0.9106772846760475,0.9083520179372198,0.911305473944642,0.9078359362919437,0.9050970310808718,0.908653548786145,0.002215240087656328
0.4124291896820068,0.12279026272397361,0.003124570846557617,0.006249141693115233,relu,10.0,"(114,)",0.064,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (114,), 'MLP__learning_rate_init': 0.064}",0.8897247564558527,0.895763104994588,0.8899025823411165,0.916274934281738,0.9009355187876913,0.8985201793721973,0.00980090902295313,2721,0.9010224988402658,0.919106618215556,0.9012834389979898,0.9129967527447038,0.8991244008040822,0.9067067419205195,0.007906148228960934
0.39373245239257815,0.108910505809536,0.003124856948852539,0.006249713897705078,relu,10.0,"(114,)",0.128,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (114,), 'MLP__learning_rate_init': 0.128}",0.8773929178908304,0.8924849234575537,0.8721431884954383,0.9012834389979897,0.9051569506726457,0.8896922839028915,0.012965760944417907,2758,0.8999632750889127,0.913758311427246,0.8880933972475646,0.8934803618370187,0.9031100201020565,0.8996810731405598,0.00874904573374168
0.39301309585571287,0.06744757784414927,0.004125070571899414,0.0060670067498976715,relu,10.0,"(57, 57)",1e-06,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (57, 57), 'MLP__learning_rate_init': 1e-06}",0.5347533632286996,0.556571826194526,0.5242384413174578,0.5615664141023659,0.5934668316066181,0.5541193752899335,0.023990030676637415,2880,0.555124091541673,0.5494124014226069,0.5508775320859748,0.5542832843667851,0.5546060770063397,0.5528606772846759,0.002281085114470195
